start,State,mean,Min,Max
2023-06-26 17:00:00,,0.3524455775911111,0.179,0.448
2023-06-26 18:00:00,,0.5293604905877777,0.113,5.217
2023-06-26 19:00:00,,0.44682834249527775,0.239,0.786
2023-06-26 20:00:00,,0.49779777189694446,0.377,0.562
2023-06-26 21:00:00,,0.5282516032902778,0.38,0.617
2023-06-26 22:00:00,,0.29013791983305554,0.115,0.461
2023-06-26 23:00:00,,0.21519751076416663,0.116,0.33
2023-06-27 00:00:00,,0.18449409943527775,0.112,0.292
2023-06-27 01:00:00,,0.1789349972283333,0.109,0.292
2023-06-27 02:00:00,,0.15472897870944444,0.076,0.27
2023-06-27 03:00:00,,0.17879237117083333,0.077,0.256
2023-06-27 04:00:00,,0.1960426106677778,0.107,0.282
2023-06-27 05:00:00,,0.18579880734166668,0.077,0.318
2023-06-27 06:00:00,,0.2324521592794445,0.115,0.298
2023-06-27 07:00:00,,0.4626587858048483,0.19,3.569
2023-06-27 08:00:00,,1.1735624313299284,0.176,11.27
2023-06-27 09:00:00,,0.2909824213244444,0.183,0.386
2023-06-27 10:00:00,,0.3415357055172222,0.171,0.475
2023-06-27 11:00:00,,0.2898129447077778,0.147,0.398
2023-06-27 12:00:00,,0.36037594677333334,0.129,3.134
2023-06-27 13:00:00,,0.2755663995216666,0.186,0.745
2023-06-27 14:00:00,,0.27999504216444443,0.184,0.377
2023-06-27 15:00:00,,0.29353525558805554,0.185,0.401
2023-06-27 16:00:00,,0.3526180036663889,0.175,0.696
2023-06-27 17:00:00,,0.3712902457755555,0.301,0.451
2023-06-27 18:00:00,,0.30929075964194447,0.208,0.391
2023-06-27 19:00:00,,0.27644908910111116,0.195,0.488
2023-06-27 20:00:00,,0.5125508196608334,0.243,3.424
2023-06-27 21:00:00,,0.34091735046861116,0.28,0.52
2023-06-27 22:00:00,,0.21475493852277774,0.122,0.376
2023-06-27 23:00:00,,0.19752136783388893,0.116,0.297
2023-06-28 00:00:00,,0.2057847751252778,0.113,0.282
2023-06-28 01:00:00,,0.22426867994833335,0.114,0.298
2023-06-28 02:00:00,,0.1936169492661111,0.075,0.255
2023-06-28 03:00:00,,0.17824795772305554,-0.006,0.258
2023-06-28 04:00:00,,0.1766055603963889,0.108,0.287
2023-06-28 05:00:00,,0.17724490938694445,0.079,0.29
2023-06-28 06:00:00,,0.20252329374249997,0.113,0.282
2023-06-28 07:00:00,,0.3835205525097223,0.118,3.199
2023-06-28 08:00:00,,0.8326739989222222,0.12,4.268
2023-06-28 09:00:00,,0.3621900656056254,0.219,0.696
2023-06-28 10:00:00,,0.31283858086277777,0.176,2.684
2023-06-28 11:00:00,,0.6656875665491667,0.229,2.717
2023-06-28 12:00:00,,0.42043885751055554,0.206,0.738
2023-06-28 13:00:00,,0.32185552506055554,0.204,0.405
2023-06-28 14:00:00,,0.3420012001419445,0.205,0.488
2023-06-28 15:00:00,,0.3301029118036111,0.202,0.502
2023-06-28 16:00:00,,0.38439845553861113,0.302,0.518
2023-06-28 17:00:00,,0.31064578794472225,0.188,0.559
2023-06-28 18:00:00,,1.4617417299769446,0.198,5.221
2023-06-28 19:00:00,,0.35946816973083345,0.236,5.031
2023-06-28 20:00:00,,0.21140633803250006,0.129,0.35
2023-06-28 21:00:00,,0.29781134555,0.169,0.819
2023-06-28 22:00:00,,0.25507069347583333,0.153,0.357
2023-06-28 23:00:00,,0.24150289869416666,0.116,0.326
2023-06-29 00:00:00,,0.18775965831472222,0.111,0.292
2023-06-29 01:00:00,,0.18408822097305558,0.109,0.289
2023-06-29 02:00:00,,0.14482186172916667,0.075,0.259
2023-06-29 03:00:00,,0.175292037815,0.074,0.248
2023-06-29 04:00:00,,0.1983062873202778,0.075,0.281
2023-06-29 05:00:00,,0.18229808929222222,0.108,0.291
2023-06-29 06:00:00,,0.1791079734636111,0.112,0.29
2023-06-29 07:00:00,,0.2604047357552777,0.185,0.45
2023-06-29 08:00:00,,0.2922546291030555,0.109,1.462
2023-06-29 09:00:00,,0.2903032781122222,0.111,0.58
2023-06-29 10:00:00,,0.19934622807444446,-0.015,0.68
2023-06-29 11:00:00,,0.25228511516694446,-0.059,0.431
2023-06-29 12:00:00,,0.2502952972538889,0.113,0.394
2023-06-29 13:00:00,,0.20216588914055555,0.045,0.307
2023-06-29 14:00:00,,0.19966775069138884,0.09,0.334
2023-06-29 15:00:00,,0.18704565972722229,0.12,0.334
2023-06-29 16:00:00,,0.22007068126277776,0.102,0.314
2023-06-29 17:00:00,,0.29748601123222224,0.125,0.382
2023-06-29 18:00:00,,0.7812713028694446,0.115,2.413
2023-06-29 19:00:00,,0.34786863821638886,0.229,0.444
2023-06-29 20:00:00,,0.311761721635,0.19,0.407
2023-06-29 21:00:00,,0.6936693574069445,0.146,3.456
2023-06-29 22:00:00,,0.25007813099277776,0.144,0.341
2023-06-29 23:00:00,,0.7485916082938888,0.14,2.624
2023-06-30 00:00:00,,0.18346675611277782,0.115,0.298
2023-06-30 01:00:00,,0.18044463368027777,0.113,0.295
2023-06-30 02:00:00,,0.13769504529750004,0.075,0.261
2023-06-30 03:00:00,,0.1605923108125,0.077,0.25
2023-06-30 04:00:00,,0.18562288571722219,0.077,0.262
2023-06-30 05:00:00,,0.1982272111225,0.097,0.288
2023-06-30 06:00:00,,0.25974463197611114,0.115,0.607
2023-06-30 07:00:00,,0.3316768464011111,0.116,0.501
2023-06-30 08:00:00,,0.33816871426833334,0.12,4.285
2023-06-30 09:00:00,,0.20418684288888886,0.13,0.366
2023-06-30 10:00:00,,0.21404274802833334,0.118,0.311
2023-06-30 11:00:00,,0.22363170133083332,0.119,0.341
2023-06-30 12:00:00,,0.21240230139138894,0.122,0.299
2023-06-30 13:00:00,,0.18276304033527782,0.112,0.289
2023-06-30 14:00:00,,0.18161378312499998,0.114,0.29
2023-06-30 15:00:00,,0.1782432457244444,0.108,0.298
2023-06-30 16:00:00,,0.18368145330027771,0.11,0.272
2023-06-30 17:00:00,,0.20044363986527777,0.111,1.52
2023-06-30 18:00:00,,0.21712455608916667,0.08,0.287
2023-06-30 19:00:00,,0.16939125080000003,0.106,0.279
2023-06-30 20:00:00,,0.19828214833472227,0.104,0.28
2023-06-30 21:00:00,,0.20689204796333338,0.103,0.785
2023-06-30 22:00:00,,0.20092533224694442,0.111,0.29
2023-06-30 23:00:00,,0.1767865484975,0.109,0.286
2023-07-01 00:00:00,,0.17565758342444446,0.108,0.289
2023-07-01 01:00:00,,0.17286819655222221,0.11,0.286
2023-07-01 02:00:00,,0.1491444241627778,-0.032,1.475
2023-07-01 03:00:00,,0.18635779922277776,0.099,0.274
2023-07-01 04:00:00,,0.1866508547105555,0.103,0.273
2023-07-01 05:00:00,,0.18830663400833336,0.103,0.284
2023-07-01 06:00:00,,0.1702219213952778,0.106,0.282
2023-07-01 07:00:00,,0.1765269422136111,0.1,0.327
2023-07-01 08:00:00,,0.1745521259725,0.113,0.309
2023-07-01 09:00:00,,0.20297008360972224,-0.169,0.373
2023-07-01 10:00:00,,0.20662374989944443,-0.626,0.715
2023-07-01 11:00:00,,0.21202456347777776,0.085,0.442
2023-07-01 12:00:00,,0.19729953917388887,0.1,0.388
2023-07-01 13:00:00,,0.18744290542277775,-0.263,0.326
2023-07-01 14:00:00,,0.18414952375833335,0.116,0.53
2023-07-01 15:00:00,,0.17591662585805556,0.11,0.313
2023-07-01 16:00:00,,0.3043653224283333,0.094,0.61
2023-07-01 17:00:00,,0.2585429956536111,0.115,0.867
2023-07-01 18:00:00,,0.18147142191111112,0.111,0.308
2023-07-01 19:00:00,,0.17649619266972225,0.111,0.283
2023-07-01 20:00:00,,0.16906106291277775,0.107,0.283
2023-07-01 21:00:00,,0.19683247880277777,0.117,0.277
2023-07-01 22:00:00,,0.19925613187388888,0.111,0.299
2023-07-01 23:00:00,,0.19498554953944444,0.109,0.288
2023-07-02 00:00:00,,0.18262367251,0.107,0.283
2023-07-02 01:00:00,,0.17046928486166665,0.107,0.283
2023-07-02 02:00:00,,0.13512442150333334,0.069,0.277
2023-07-02 03:00:00,,0.15972016305527775,0.102,0.24
2023-07-02 04:00:00,,0.18333290509,0.1,0.275
2023-07-02 05:00:00,,0.19009225918249997,0.064,0.343
2023-07-02 06:00:00,,0.19935397916611117,0.113,0.29
2023-07-02 07:00:00,,0.19986010509055552,0.124,0.305
2023-07-02 08:00:00,,0.20486383302194444,0.132,1.548
2023-07-02 09:00:00,,0.20526177935694442,0.002,0.409
2023-07-02 10:00:00,,0.20041793596527782,-0.187,0.443
2023-07-02 11:00:00,,0.23200289937138888,0.039,0.565
2023-07-02 12:00:00,,0.21568402921861116,0.08,1.242
2023-07-02 13:00:00,,0.20830847926361115,0.118,0.599
2023-07-02 14:00:00,,0.19007542371388894,-0.362,0.407
2023-07-02 15:00:00,,0.18328557430444445,0.073,0.322
2023-07-02 16:00:00,,0.24420232004749998,0.114,0.321
2023-07-02 17:00:00,,0.18279507371611114,0.115,0.289
2023-07-02 18:00:00,,0.1767425486772222,0.114,0.292
2023-07-02 19:00:00,,0.17629405694,0.11,0.276
2023-07-02 20:00:00,,0.1930302972413889,0.107,0.28
2023-07-02 21:00:00,,0.20021740501472227,0.107,0.296
2023-07-02 22:00:00,,0.1966062156636111,0.111,0.286
2023-07-02 23:00:00,,0.17357990444472218,0.108,0.288
2023-07-03 00:00:00,,0.16947025679194447,0.107,0.284
2023-07-03 01:00:00,,0.16706976712444443,0.107,0.284
2023-07-03 02:00:00,,0.1392016092008333,0.07,0.262
2023-07-03 03:00:00,,0.18179204987805556,0.102,0.27
2023-07-03 04:00:00,,0.1817538272666667,0.103,0.276
2023-07-03 05:00:00,,0.18753947537888893,0.092,0.281
2023-07-03 06:00:00,,0.17041956172944447,0.11,0.317
2023-07-03 07:00:00,,0.18027463401805555,0.094,0.303
2023-07-03 08:00:00,,0.19431115964444445,0.097,0.354
2023-07-03 09:00:00,,0.19934791748833333,-0.205,0.417
2023-07-03 10:00:00,,0.2189467700647222,-0.183,0.712
2023-07-03 11:00:00,,0.20946506318833333,0.083,0.332
2023-07-03 12:00:00,,0.21387702575749998,0.052,0.397
2023-07-03 13:00:00,,0.18689509825249997,0.112,0.394
2023-07-03 14:00:00,,0.1846952384013889,-0.104,0.46
2023-07-03 15:00:00,,0.27415362383888886,0.109,0.583
2023-07-03 16:00:00,,0.25375068503722226,0.104,0.314
2023-07-03 17:00:00,,0.18854888525833333,0.079,0.3
2023-07-03 18:00:00,,0.17289523643361107,0.109,0.284
2023-07-03 19:00:00,,0.16783335345361108,0.1,0.287
2023-07-03 20:00:00,,0.173792438205,0.105,0.265
2023-07-03 21:00:00,,0.19923580236916663,0.106,0.28
2023-07-03 22:00:00,,0.19478562384638895,0.11,0.288
2023-07-03 23:00:00,,0.19165260770722223,0.109,0.281
2023-07-04 00:00:00,,0.16891877716194448,0.106,0.601
2023-07-04 01:00:00,,0.16620820612583334,0.104,0.281
2023-07-04 02:00:00,,0.1307172457772222,-0.078,0.615
2023-07-04 03:00:00,,0.17068925445638886,0.103,0.261
2023-07-04 04:00:00,,0.18217916646222224,0.103,0.273
2023-07-04 05:00:00,,0.18712301350055552,0.103,0.283
2023-07-04 06:00:00,,0.1852841198225,0.106,0.283
2023-07-04 07:00:00,,0.16755383764999998,0.099,0.287
2023-07-04 08:00:00,,0.1719727568738889,0.102,0.302
2023-07-04 09:00:00,,0.176930993025,0.104,0.32
2023-07-04 10:00:00,,0.20684077589500002,0.117,0.309
2023-07-04 11:00:00,,0.19550314881083333,0.115,0.291
2023-07-04 12:00:00,,0.19565033305833332,0.117,0.291
2023-07-04 13:00:00,,0.1918025756425,0.117,0.29
2023-07-04 14:00:00,,0.17372512745333338,0.113,0.296
2023-07-04 15:00:00,,0.24053892467972224,0.114,0.294
2023-07-04 16:00:00,,0.1758396507236111,0.111,0.315
2023-07-04 17:00:00,,0.16986964469222224,0.11,0.283
2023-07-04 18:00:00,,0.16562213160416667,0.111,0.285
2023-07-04 19:00:00,,0.18072002292527778,0.109,0.276
2023-07-04 20:00:00,,0.1902613114225,0.106,0.285
2023-07-04 21:00:00,,0.19685117639666663,0.109,0.296
2023-07-04 22:00:00,,0.18936718574194444,0.111,0.29
2023-07-04 23:00:00,,0.16757753072805556,0.108,0.281
2023-07-05 00:00:00,,0.1644948162947222,0.105,0.28
2023-07-05 01:00:00,,0.1632887421325,0.107,0.274
2023-07-05 02:00:00,,0.14978235600666667,-0.049,0.235
2023-07-05 03:00:00,,0.18032284845888888,0.096,0.272
2023-07-05 04:00:00,,0.18166518049055558,0.099,0.28
2023-07-05 05:00:00,,0.24190881171999998,0.1,0.58
2023-07-05 06:00:00,,0.23359419914277782,0.125,0.293
2023-07-05 07:00:00,,0.2072704532283333,0.126,1.317
2023-07-05 08:00:00,,0.19617859546361108,0.007,0.424
2023-07-05 09:00:00,,0.18471997821749997,0.05,0.446
2023-07-05 10:00:00,,0.21272285196333332,0.013,0.348
2023-07-05 11:00:00,,0.2171457787619444,0.065,0.852
2023-07-05 12:00:00,,0.20357433195805555,0.109,0.323
2023-07-05 13:00:00,,0.19961788509055556,-0.041,1.015
2023-07-05 14:00:00,,0.1851586617886111,-1.146,0.444
2023-07-05 15:00:00,,0.18876243728333333,0.078,0.4
2023-07-05 16:00:00,,0.17507869168944443,0.097,0.307
2023-07-05 17:00:00,,0.19438262979472218,0.111,0.508
2023-07-05 18:00:00,,0.18888508772250004,0.088,0.289
2023-07-05 19:00:00,,0.18757936615222218,0.108,0.282
2023-07-05 20:00:00,,0.17629665955305554,0.073,0.286
2023-07-05 21:00:00,,0.17371521074277782,0.099,0.29
2023-07-05 22:00:00,,0.16781115323250004,0.109,0.286
2023-07-05 23:00:00,,0.16688313559805557,0.107,0.261
2023-07-06 00:00:00,,0.18767682300638888,0.106,0.283
2023-07-06 01:00:00,,0.18875639114111112,0.107,0.285
2023-07-06 02:00:00,,0.1535239012702778,0.068,0.241
2023-07-06 03:00:00,,0.17009814154805555,0.102,0.27
2023-07-06 04:00:00,,0.16118386232249998,0.101,0.274
2023-07-06 05:00:00,,0.16670673021472224,0.082,0.286
2023-07-06 06:00:00,,0.24153207911999997,0.114,0.29
2023-07-06 07:00:00,,0.18903949404666667,0.106,0.306
2023-07-06 08:00:00,,0.19730745747277778,0.098,0.359
2023-07-06 09:00:00,,0.20741870730583334,0.086,0.339
2023-07-06 10:00:00,,0.21722234902944446,0.12,0.429
2023-07-06 11:00:00,,0.2127381767511111,-1.225,0.417
2023-07-06 12:00:00,,0.2143122435002778,-0.002,0.417
2023-07-06 13:00:00,,0.19301432373583335,0.001,0.352
2023-07-06 14:00:00,,0.1869764920661111,0.077,0.318
2023-07-06 15:00:00,,0.18040019891305556,0.112,0.333
2023-07-06 16:00:00,,0.17907771259361113,0.111,0.31
2023-07-06 17:00:00,,0.1929977559747222,0.11,0.303
2023-07-06 18:00:00,,0.27833673983527774,0.109,0.695
2023-07-06 19:00:00,,0.2152218741027777,0.107,0.265
2023-07-06 20:00:00,,0.1979604033286111,0.106,0.288
2023-07-06 21:00:00,,0.18340172474916663,0.106,0.294
2023-07-06 22:00:00,,0.17324743912166665,0.109,0.29
2023-07-06 23:00:00,,0.1707641614658333,0.107,1.208
2023-07-07 00:00:00,,0.17143647825555555,0.106,0.271
2023-07-07 01:00:00,,0.18775992602305558,0.107,0.286
2023-07-07 02:00:00,,0.18374923100833332,0.106,0.279
2023-07-07 03:00:00,,0.18236803172861113,0.106,0.273
2023-07-07 04:00:00,,0.172785987655,0.105,1.502
2023-07-07 05:00:00,,0.16664186408777779,0.105,0.28
2023-07-07 06:00:00,,0.16813533671972222,0.107,1.453
2023-07-07 07:00:00,,0.16991774466111112,0.082,0.272
2023-07-07 08:00:00,,0.21436182510416668,0.109,0.345
2023-07-07 09:00:00,,0.22230004450416666,0.139,0.314
2023-07-07 10:00:00,,0.24945568347555558,0.168,0.341
2023-07-07 11:00:00,,0.2192321065316667,0.151,0.328
2023-07-07 12:00:00,,0.2121529713658333,0.12,0.338
2023-07-07 13:00:00,,0.20875351613305557,0.147,0.322
2023-07-07 14:00:00,,0.20257549832083332,0.034,0.331
2023-07-07 15:00:00,,0.20989189423166668,0.095,0.378
2023-07-07 16:00:00,,0.19965447673305556,-0.003,0.313
2023-07-07 17:00:00,,0.21208481213916666,0.114,0.324
2023-07-07 18:00:00,,0.20609191684583336,0.11,0.287
2023-07-07 19:00:00,,0.1950380433011111,0.108,0.284
2023-07-07 20:00:00,,0.17374862279666667,0.107,0.281
2023-07-07 21:00:00,,0.1797357077805555,0.11,0.299
2023-07-07 22:00:00,,0.17431785858249996,0.111,0.287
2023-07-07 23:00:00,,0.18060976569027776,0.109,0.276
2023-07-08 00:00:00,,0.19313835449194447,0.109,0.286
2023-07-08 01:00:00,,0.1949958494002778,0.11,0.966
2023-07-08 02:00:00,,0.18948690090277778,0.109,0.274
2023-07-08 03:00:00,,0.1725884215572222,0.109,0.273
2023-07-08 04:00:00,,0.16849892010111114,0.106,0.279
2023-07-08 05:00:00,,0.1705126959958333,0.11,0.285
2023-07-08 06:00:00,,0.17431487624277775,0.098,0.265
2023-07-08 07:00:00,,0.19000146925388892,0.059,0.284
2023-07-08 08:00:00,,0.20408779160416668,0.091,0.312
2023-07-08 09:00:00,,0.21020480324222224,0.112,0.299
2023-07-08 10:00:00,,0.18931785460722225,0.039,0.352
2023-07-08 11:00:00,,0.1962972822072222,0.092,0.319
2023-07-08 12:00:00,,0.18521231967249996,0.107,0.286
2023-07-08 13:00:00,,0.18177354528222223,0.116,0.277
2023-07-08 14:00:00,,0.19716406228944441,0.114,0.29
2023-07-08 15:00:00,,0.20078560062444448,0.117,0.297
2023-07-08 16:00:00,,0.20349705730611112,0.104,0.29
2023-07-08 17:00:00,,0.2851470065336111,0.115,0.599
2023-07-08 18:00:00,,0.20430954174777782,0.113,0.266
2023-07-08 19:00:00,,0.20515939905611114,0.094,0.288
2023-07-08 20:00:00,,0.19462953847166667,0.074,0.287
2023-07-08 21:00:00,,0.18392695534277778,0.108,0.294
2023-07-08 22:00:00,,0.17956859945333337,0.111,0.291
2023-07-08 23:00:00,,0.17288936730194446,0.108,0.288
2023-07-09 00:00:00,,0.18828755655638885,0.109,0.286
2023-07-09 01:00:00,,0.19449274708166672,0.108,0.284
2023-07-09 02:00:00,,0.19003901034083334,0.108,0.281
2023-07-09 03:00:00,,0.1844998601308334,0.108,0.283
2023-07-09 04:00:00,,0.17139555659694447,0.108,0.278
2023-07-09 05:00:00,,0.17425885560166665,0.094,0.286
2023-07-09 06:00:00,,0.1701821856575,0.103,0.285
2023-07-09 07:00:00,,0.1869740926963889,0.109,0.279
2023-07-09 08:00:00,,0.19508098389333337,0.107,0.336
2023-07-09 09:00:00,,0.19521670763833332,0.091,0.349
2023-07-09 10:00:00,,0.19450250160722227,0.012,1.11
2023-07-09 11:00:00,,0.1856358305061111,0.117,0.297
2023-07-09 12:00:00,,0.18641583157305555,0.118,0.3
2023-07-09 13:00:00,,0.19409530218194446,0.119,0.325
2023-07-09 14:00:00,,0.21645091010194448,0.046,0.402
2023-07-09 15:00:00,,0.2529006843666667,0.098,0.438
2023-07-09 16:00:00,,0.21796016235749996,0.113,0.296
2023-07-09 17:00:00,,0.19785264239083333,0.112,0.39
2023-07-09 18:00:00,,0.3705017701594444,0.112,3.398
2023-07-09 19:00:00,,0.3018988972138889,0.108,0.494
2023-07-09 20:00:00,,0.27840334266583333,0.112,0.802
2023-07-09 21:00:00,,0.9419975212786111,0.78,1.133
2023-07-09 22:00:00,,0.777864104744722,0.243,0.989
2023-07-09 23:00:00,,0.18259468465499998,0.11,0.286
2023-07-10 00:00:00,,0.17789524002583335,0.11,0.287
2023-07-10 01:00:00,,0.17445490554,0.109,0.29
2023-07-10 02:00:00,,0.18865839707861112,0.11,0.273
2023-07-10 03:00:00,,0.2921750311705556,0.109,0.576
2023-07-10 04:00:00,,0.19599447320055555,0.106,0.254
2023-07-10 05:00:00,,0.21013865449388883,0.109,0.292
2023-07-10 06:00:00,,0.19807022952527778,0.108,0.619
2023-07-10 07:00:00,,0.26055922691388894,0.188,0.378
2023-07-10 08:00:00,,0.8063767357102777,0.112,3.198
2023-07-10 09:00:00,,0.43264602922888895,0.282,0.798
2023-07-10 10:00:00,,0.8597642548077777,0.085,2.818
2023-07-10 11:00:00,,0.5043003794491666,0.186,0.98
2023-07-10 12:00:00,,0.43393745728111105,-0.697,3.319
2023-07-10 13:00:00,,0.39663341913083333,0.25,0.596
2023-07-10 14:00:00,,0.34584623717944446,0.175,0.551
2023-07-10 15:00:00,,0.43505178677027767,0.257,1.576
2023-07-10 16:00:00,,0.30777623722482966,0.125,0.473
2023-07-10 17:00:00,,0.33581712256305557,0.124,1.605
2023-07-10 18:00:00,,0.4405739215966666,0.138,4.631
2023-07-10 19:00:00,,0.4551828543772221,0.124,2.472
2023-07-10 20:00:00,,0.5044504197605556,0.418,0.586
2023-07-10 21:00:00,,0.5179252174452779,0.381,0.607
2023-07-10 22:00:00,,0.3285022140180555,0.132,0.469
2023-07-10 23:00:00,,0.20291079612444443,0.119,0.3
2023-07-11 00:00:00,,0.20635039632444444,0.115,0.607
2023-07-11 01:00:00,,0.29518625603,0.115,0.595
2023-07-11 02:00:00,,0.1797953332297222,0.114,0.291
2023-07-11 03:00:00,,0.20805358062138893,0.115,0.288
2023-07-11 04:00:00,,0.2051442682738889,0.114,0.292
2023-07-11 05:00:00,,0.2026959562386111,0.11,0.29
2023-07-11 06:00:00,,0.18122715880916665,0.114,0.289
2023-07-11 07:00:00,,0.3033622463711111,0.197,1.412
2023-07-11 08:00:00,,0.18465114650444445,0.105,0.354
2023-07-11 09:00:00,,0.2004502631175,0.057,0.299
2023-07-11 10:00:00,,0.22424921252027777,0.074,0.388
2023-07-11 11:00:00,,0.2185181225163889,0.022,0.478
2023-07-11 12:00:00,,0.2080939473358333,0.11,0.44
2023-07-11 13:00:00,,0.21268983732444444,0.126,0.297
2023-07-11 14:00:00,,0.21683767575555554,0.122,0.302
2023-07-11 15:00:00,,0.21636008415916666,0.124,0.305
2023-07-11 16:00:00,,0.19568040685583332,0.11,0.308
2023-07-11 17:00:00,,0.27118916074777777,0.198,0.384
2023-07-11 18:00:00,,0.23070495168861108,0.118,0.371
2023-07-11 19:00:00,,0.5134508131305556,0.263,3.447
2023-07-11 20:00:00,,0.3112126766970292,0.194,0.415
2023-07-11 21:00:00,,0.3911075974697223,0.162,0.755
2023-07-11 22:00:00,,0.28540096468000004,0.154,0.471
2023-07-11 23:00:00,,0.18947749862861107,0.113,0.294
2023-07-12 00:00:00,,0.2166828912886111,0.113,0.288
2023-07-12 01:00:00,,0.2206144060408334,0.113,0.294
2023-07-12 02:00:00,,0.1786889143633333,0.112,0.287
2023-07-12 03:00:00,,0.1746219891733333,0.112,0.289
2023-07-12 04:00:00,,0.1878983286675,0.105,0.266
2023-07-12 05:00:00,,0.21355740225416664,0.112,0.293
2023-07-12 06:00:00,,0.1979539531105556,0.111,0.292
2023-07-12 07:00:00,,0.29986956826388894,0.195,1.428
2023-07-12 08:00:00,,0.7574572820127776,0.244,3.281
2023-07-12 09:00:00,,0.35853129510777776,0.034,1.081
2023-07-12 10:00:00,,0.8424119768828131,0.208,2.676
2023-07-12 11:00:00,,0.3686110395752778,-0.807,0.869
2023-07-12 12:00:00,,0.33340031744027776,-1.166,1.564
2023-07-12 13:00:00,,0.32449239690861115,0.144,0.638
2023-07-12 14:00:00,,0.3137730794263889,0.163,0.581
2023-07-12 15:00:00,,0.3741890799633332,0.19,1.575
2023-07-12 16:00:00,,0.3333171706919444,0.22,0.45
2023-07-12 17:00:00,,0.33027702114861107,0.182,0.48
2023-07-12 18:00:00,,0.7593182400866666,0.197,2.641
2023-07-12 19:00:00,,0.45036732766861115,0.169,0.798
2023-07-12 20:00:00,,0.4041717807008333,0.16,3.345
2023-07-12 21:00:00,,0.23020296895722223,0.13,0.452
2023-07-12 22:00:00,,0.21432909168111114,0.117,0.336
2023-07-12 23:00:00,,0.22335714118472216,0.114,0.297
2023-07-13 00:00:00,,0.20446715271277774,0.111,0.293
2023-07-13 01:00:00,,0.1810063388583333,0.111,0.313
2023-07-13 02:00:00,,0.17073349397694448,0.11,0.285
2023-07-13 03:00:00,,0.19966590631722225,0.112,0.277
2023-07-13 04:00:00,,0.20589268984472223,0.109,0.284
2023-07-13 05:00:00,,0.19119386254388893,0.109,0.294
2023-07-13 06:00:00,,0.22934652877888884,0.113,0.307
2023-07-13 07:00:00,,0.29883829259166667,0.189,1.383
2023-07-13 08:00:00,,0.20617560893027775,0.051,0.49
2023-07-13 09:00:00,,0.2113807650336111,0.089,0.348
2023-07-13 10:00:00,,0.21127448609888888,0.016,0.385
2023-07-13 11:00:00,,0.20722611864166673,-0.068,0.613
2023-07-13 12:00:00,,0.18202729159305556,0.119,0.293
2023-07-13 13:00:00,,0.2043122530961111,0.108,0.344
2023-07-13 14:00:00,,0.22713037379111112,0.076,0.335
2023-07-13 15:00:00,,0.22067947346305553,0.079,0.318
2023-07-13 16:00:00,,0.18548259458638885,0.117,0.297
2023-07-13 17:00:00,,0.3747891316322221,0.199,0.692
2023-07-13 18:00:00,,0.357055177505,0.281,0.466
2023-07-13 19:00:00,,1.5338159760116665,0.142,4.114
2023-07-13 20:00:00,,0.3158472425677778,0.224,0.424
2023-07-13 21:00:00,,0.22443981093527776,0.132,0.406
2023-07-13 22:00:00,,0.2427349251297222,0.14,0.326
2023-07-13 23:00:00,,0.22472500051194444,0.119,0.313
2023-07-14 00:00:00,,0.1985617478841666,0.117,0.293
2023-07-14 01:00:00,,0.17997879743083334,0.115,0.293
2023-07-14 02:00:00,,0.172455418575,0.112,0.285
2023-07-14 03:00:00,,0.20877117271583334,0.114,0.291
2023-07-14 04:00:00,,0.23726348473861114,0.115,0.292
2023-07-14 05:00:00,,0.18004026612583332,0.114,0.293
2023-07-14 06:00:00,,0.17339049887250002,0.113,0.291
2023-07-14 07:00:00,,0.28508278807472226,0.191,0.391
2023-07-14 08:00:00,,0.3572278240530556,0.114,3.364
2023-07-14 09:00:00,,0.24592878151527783,0.158,0.351
2023-07-14 10:00:00,,0.24057367176500002,0.127,0.352
2023-07-14 11:00:00,,0.2267596340797222,0.164,0.35
2023-07-14 12:00:00,,0.2714461260366667,0.112,1.294
2023-07-14 13:00:00,,0.3455744292955556,0.123,3.245
2023-07-14 14:00:00,,0.24412193871527776,0.173,0.355
2023-07-14 15:00:00,,0.34582715939527775,0.127,3.388
2023-07-14 16:00:00,,0.27791838784972217,0.112,0.345
2023-07-14 17:00:00,,0.5195000473927777,0.115,2.458
2023-07-14 18:00:00,,0.6588943634722221,0.139,2.312
2023-07-14 19:00:00,,0.3991509540825,0.326,0.502
2023-07-14 20:00:00,,0.4258061158138889,0.317,1.673
2023-07-14 21:00:00,,0.42095180713638897,0.323,0.506
2023-07-14 22:00:00,,0.441382643025,0.326,0.694
2023-07-14 23:00:00,,0.31395716408694446,0.187,0.656
2023-07-15 00:00:00,,0.342854541645,0.184,1.678
2023-07-15 01:00:00,,0.2945084943688889,0.151,0.359
2023-07-15 02:00:00,,0.27508165671111107,0.166,0.354
2023-07-15 03:00:00,,0.23656932263777777,0.16,0.35
2023-07-15 04:00:00,,0.22704926421722219,0.164,0.347
2023-07-15 05:00:00,,0.2517616442544444,0.142,0.342
2023-07-15 06:00:00,,0.2713940243297222,0.15,0.354
2023-07-15 07:00:00,,0.3364813542591667,0.161,0.671
2023-07-15 08:00:00,,0.24058413169972223,-0.251,0.483
2023-07-15 09:00:00,,0.23626897010166661,-0.01,0.641
2023-07-15 10:00:00,,0.26959167439083337,0.127,0.49
2023-07-15 11:00:00,,0.31419689060888883,-0.122,3.32
